f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15
f11,f02,f12,f20,f03,f21,f13,f22,f04,f30,f23,f14,f31,f32,f05
f11,f02,f12,f20,f21,f03,f22,f13,f23,f04,f31,f14,f31,f32,f24
f11,f02,f12,f20,f21,f03,f13,f22,f04,f23,f14,f30,f31,f32,f24
f11,f02,f12,f20,f21,f22,f03,f13,f30,f23,f31,f32,f04,f14,f33
f11,f02,f20,f12,f21,f03,f22,f13,f30,f31,f23,f32,f04,f14,f40
f11,f02,f12,f20,f21,f03,f22,f13,f30,f23,f31,f04,f14,f32,f24
f11,f02,f20,f12,f21,f03,f30,f22,f13,f31,f04,f23,f32,f14,f40
f11,f02,f12,f20,f21,f03,f13,f22,f04,f23,f30,f14,f31,f32,f24
f11,f02,f12,f20,f21,f03,f13,f22,f04,f30,f23,f14,f31,f32,f24
f11,f02,f20,f12,f21,f22,f03,f13,f30,f31,f23,f32,f04,f14,f33
f11,f02,f20,f12,f21,f03,f22,f13,f30,f31,f23,f04,f32,f14,f24
f11,f02,f12,f20,f03,f21,f13,f22,f04,f14,f23,f30,f31,f05,f32
f11,f02,f12,f20,f21,f03,f22,f13,f30,f23,f31,f04,f14,f32,f24
f11,f02,f20,f12,f21,f03,f22,f13,f30,f31,f04,f23,f14,f32,f24
f11,f02,f12,f03,f20,f21,f13,f22,f04,f23,f14,f24,f30,f31,f05
f11,f02,f12,f20,f03,f21,f13,f22,f04,f14,f23,f30,f31,f05,f24
f11,f02,f12,f20,f21,f03,f13,f22,f23,f04,f14,f30,f31,f32,f24
f11,f02,f12,f20,f21,f03,f22,f13,f30,f23,f31,f04,f14,f32,f24
f11,f02,f12,f20,f21,f03,f13,f22,f23,f04,f14,f30,f31,f32,f24
f11,f02,f12,f20,f03,f21,f13,f22,f04,f23,f14,f30,f31,f32,f24
f11,f02,f12,f20,f21,f03,f22,f13,f30,f31,f23,f04,f14,f32,f24
f11,f02,f12,f03,f20,f21,f13,f22,f04,f14,f23,f30,f31,f05,f24
f11,f02,f12,f20,f21,f03,f13,f22,f23,f04,f14,f30,f31,f32,f24
f11,f02,f20,f12,f21,f03,f22,f13,f30,f31,f23,f04,f32,f14,f33
f11,f02,f12,f20,f21,f22,f03,f13,f23,f30,f31,f04,f32,f14,f24
f11,f02,f12,f20,f21,f03,f22,f13,f23,f04,f30,f31,f14,f32,f24
f11,f02,f20,f12,f21,f03,f13,f22,f30,f04,f31,f23,f14,f32,f05
f11,f02,f20,f12,f21,f03,f22,f13,f30,f23,f31,f04,f14,f32,f24
f11,f02,f12,f03,f20,f21,f13,f22,f04,f14,f23,f31,f30,f05,f24
f11,f02,f12,f20,f21,f03,f22,f13,f23,f30,f04,f31,f14,f32,f24
f11,f20,f02,f21,f12,f22,f30,f03,f31,f13,f32,f23,f04,f40,f14
f11,f02,f12,f20,f21,f03,f13,f22,f23,f04,f30,f14,f31,f32,f24
f11,f02,f20,f12,f21,f03,f13,f22,f30,f04,f31,f23,f14,f32,f24
f11,f02,f12,f20,f21,f03,f22,f13,f30,f23,f31,f04,f14,f32,f24
f11,f02,f12,f20,f21,f03,f13,f22,f23,f04,f14,f30,f31,f32,f24
f11,f02,f12,f03,f20,f21,f13,f22,f04,f23,f14,f30,f31,f24,f32
f11,f02,f20,f12,f21,f03,f22,f13,f30,f31,f23,f32,f04,f14,f33
f11,f02,f20,f12,f21,f03,f22,f13,f30,f31,f23,f04,f14,f32,f24
f11,f02,f20,f12,f21,f03,f22,f13,f30,f31,f23,f04,f14,f14,f24
f11,f02,f20,f12,f21,f22,f03,f13,f30,f31,f23,f32,f04,f14,f33
f11,f02,f12,f20,f21,f03,f13,f22,f23,f04,f14,f30,f31,f24,f32
f11,f02,f20,f12,f21,f22,f03,f13,f30,f31,f23,f32,f04,f14,f33
f02,f11,f12,f03,f20,f21,f13,f14,f20,f14,f23,f30,f05,f31,f15
f11,f02,f12,f20,f21,f03,f13,f22,f23,f04,f30,f14,f31,f32,f24
f11,f02,f12,f20,f21,f22,f03,f13,f23,f30,f31,f04,f32,f14,f24
f11,f02,f12,f20,f21,f03,f22,f13,f30,f31,f23,f04,f14,f32,f24
f11,f02,f20,f12,f21,f03,f22,f13,f30,f31,f23,f04,f32,f14,f24
f11,f02,f20,f12,f21,f03,f22,f30,f13,f31,f23,f32,f04,f14,f40
f11,f02,f20,f12,f21,f03,f30,f13,f22,f31,f04,f23,f14,f32,f40
f11,f02,f40,f20,f12,f21,f03,f30,f13,f22,f31,f40,f04,f23,f32
f11,f02,f12,f20,f03,f21,f13,f22,f04,f14,f23,f30,f31,f05,f32
f11,f02,f20,f12,f21,f03,f22,f13,f30,f31,f04,f23,f32,f14,f40
f11,f02,f12,f03,f20,f21,f13,f22,f04,f14,f23,f30,f31,f24,f05
f11,f02,f12,f20,f03,f21,f13,f22,f04,f14,f23,f30,f31,f05,f32
f11,f02,f20,f12,f21,f22,f03,f30,f13,f31,f23,f32,f04,f14,f33
f11,f02,f12,f20,f03,f21,f13,f22,f04,f23,f14,f30,f31,f32,f24
f11,f02,f20,f12,f21,f30,f22,f03,f13,f30,f31,f30,f32,f04,f14
f11,f02,f20,f12,f21,f03,f22,f13,f30,f31,f23,f04,f14,f32,f24
f11,f02,f20,f12,f21,f03,f22,f13,f30,f31,f23,f04,f32,f14,f24
f11,f02,f20,f12,f21,f03,f13,f22,f30,f31,f04,f23,f14,f32,f24
f02,f11,f12,f03,f20,f21,f13,f22,f04,f14,f23,f30,f31,f05,f15
f11,f02,f12,f03,f20,f21,f13,f22,f04,f14,f23,f30,f31,f05,f24
f11,f02,f12,f20,f21,f03,f22,f13,f30,f23,f31,f04,f14,f32,f24
f11,f02,f20,f12,f21,f22,f03,f13,f30,f31,f23,f32,f04,f14,f33
f02,f11,f12,f20,f03,f21,f13,f22,f04,f14,f30,f23,f31,f05,f32
f11,f02,f20,f12,f21,f03,f13,f22,f30,f31,f04,f23,f14,f32,f40
f11,f02,f20,f12,f21,f22,f03,f30,f13,f31,f23,f32,f33,f04,f14
f11,f02,f12,f20,f21,f22,f03,f13,f23,f30,f31,f04,f32,f14,f24
f11,f02,f12,f20,f21,f03,f22,f13,f23,f30,f04,f31,f14,f32,f24
f11,f02,f12,f20,f03,f21,f13,f22,f04,f14,f23,f30,f31,f32,f05
f11,f02,f12,f03,f20,f13,f21,f22,f04,f14,f23,f31,f24,f30,f05
f11,f20,f02,f21,f12,f22,f30,f03,f31,f13,f32,f23,f33,f04,f40
f11,f02,f12,f20,f21,f30,f22,f03,f13,f30,f20,f30,f04,f40,f14
f11,f02,f20,f12,f21,f22,f03,f13,f30,f31,f23,f32,f04,f14,f33
f11,f02,f20,f12,f21,f03,f22,f13,f30,f31,f23,f04,f14,f32,f24
f11,f02,f12,f20,f03,f21,f13,f22,f04,f30,f23,f14,f31,f32,f05
f11,f02,f12,f20,f21,f03,f22,f13,f23,f04,f14,f30,f31,f32,f24
f11,f02,f20,f12,f21,f22,f03,f13,f30,f31,f23,f32,f04,f14,f33
f11,f02,f20,f12,f21,f22,f03,f13,f30,f23,f31,f32,f04,f14,f33
f11,f02,f12,f20,f21,f03,f22,f13,f30,f23,f31,f04,f14,f32,f24
f11,f02,f12,f03,f20,f21,f13,f22,f04,f23,f14,f30,f31,f24,f32
f11,f02,f12,f20,f21,f22,f03,f13,f23,f30,f31,f32,f04,f14,f33
f11,f02,f20,f12,f21,f03,f22,f13,f30,f31,f23,f04,f32,f14,f24
f11,f02,f20,f12,f21,f03,f22,f13,f30,f31,f04,f23,f14,f32,f40
f11,f02,f20,f12,f21,f03,f22,f13,f30,f31,f23,f32,f04,f14,f33
f11,f02,f12,f20,f21,f22,f03,f13,f30,f23,f31,f04,f32,f14,f24
f11,f02,f12,f20,f21,f22,f03,f13,f30,f23,f31,f04,f14,f32,f24
f11,f02,f12,f20,f21,f03,f13,f22,f04,f23,f14,f30,f31,f32,f24
f11,f02,f12,f20,f21,f03,f22,f13,f23,f30,f04,f31,f14,f32,f24
f11,f02,f12,f20,f21,f03,f13,f22,f04,f30,f23,f31,f14,f32,f24
f11,f02,f12,f03,f20,f21,f13,f22,f23,f04,f14,f31,f30,f24,f32
f11,f02,f12,f20,f21,f03,f22,f13,f30,f23,f31,f04,f14,f32,f24
f11,f02,f20,f12,f21,f03,f13,f22,f30,f04,f31,f23,f14,f32,f05
f11,f02,f12,f20,f21,f22,f03,f13,f23,f30,f31,f04,f14,f14,f24
f11,f02,f12,f20,f03,f21,f13,f22,f04,f23,f14,f30,f31,f24,f05
f11,f02,f20,f12,f21,f22,f03,f13,f30,f31,f23,f32,f04,f14,f33
f11,f02,f12,f03,f20,f21,f13,f22,f04,f23,f14,f30,f24,f31,f05
f11,f02,f20,f12,f21,f03,f22,f13,f30,f31,f23,f04,f14,f14,f24
f11,f02,f20,f12,f21,f03,f22,f13,f30,f31,f23,f04,f32,f14,f24
f11,f02,f12,f20,f21,f22,f03,f13,f30,f23,f31,f32,f04,f14,f33
f11,f02,f12,f20,f21,f03,f22,f13,f23,f30,f31,f04,f14,f32,f24
f11,f02,f12,f20,f21,f22,f03,f13,f23,f30,f31,f04,f14,f32,f24
f11,f02,f20,f12,f21,f03,f13,f30,f22,f31,f04,f14,f23,f32,f05
f11,f02,f12,f20,f03,f21,f13,f22,f04,f14,f23,f30,f31,f05,f32
f11,f02,f20,f12,f21,f03,f22,f13,f30,f31,f23,f04,f32,f14,f24
f11,f02,f12,f20,f03,f21,f13,f22,f04,f23,f14,f30,f31,f32,f24
f11,f02,f20,f12,f21,f03,f22,f13,f30,f31,f23,f04,f32,f14,f24
f11,f02,f20,f12,f21,f03,f22,f13,f30,f31,f23,f04,f32,f14,f24
f11,f02,f12,f20,f21,f03,f22,f13,f30,f23,f31,f04,f32,f14,f24
f11,f02,f20,f12,f21,f22,f03,f13,f30,f31,f23,f32,f04,f14,f33
f11,f02,f20,f12,f21,f03,f13,f22,f30,f31,f04,f23,f14,f32,f24
f11,f02,f20,f12,f21,f22,f03,f13,f30,f31,f23,f32,f04,f14,f33
f11,f02,f12,f20,f21,f03,f22,f13,f23,f30,f31,f04,f14,f32,f24
f11,f02,f20,f12,f21,f03,f22,f13,f30,f31,f23,f32,f04,f14,f33
f11,f02,f20,f12,f21,f03,f22,f13,f30,f31,f04,f23,f14,f32,f24
f11,f02,f12,f03,f20,f21,f13,f22,f04,f14,f23,f30,f31,f05,f24
f11,f02,f20,f12,f21,f22,f03,f13,f30,f31,f23,f32,f04,f14,f33
f11,f02,f20,f12,f21,f22,f03,f30,f13,f31,f23,f32,f04,f14,f33
f11,f02,f12,f20,f21,f22,f03,f13,f23,f30,f31,f04,f14,f32,f24
f11,f02,f20,f12,f21,f03,f22,f13,f30,f31,f04,f23,f14,f32,f24
f11,f20,f02,f21,f12,f30,f03,f22,f31,f13,f32,f23,f04,f40,f14
f11,f02,f12,f20,f21,f03,f13,f22,f23,f04,f14,f30,f31,f32,f24
f11,f02,f12,f03,f20,f21,f13,f22,f04,f23,f14,f30,f31,f24,f05
f11,f02,f12,f20,f21,f03,f13,f22,f23,f04,f30,f14,f31,f32,f24
f11,f02,f20,f12,f21,f22,f03,f13,f30,f31,f23,f32,f04,f14,f33
f11,f02,f12,f20,f21,f03,f13,f22,f30,f31,f04,f23,f14,f32,f24
f11,f02,f20,f12,f21,f03,f22,f13,f30,f31,f23,f04,f32,f14,f24
f11,f02,f12,f03,f20,f21,f13,f22,f23,f04,f14,f31,f30,f24,f32
f11,f02,f12,f20,f21,f03,f22,f13,f23,f04,f14,f30,f31,f32,f24
f11,f02,f20,f12,f21,f03,f22,f13,f30,f31,f23,f04,f32,f14,f40
f11,f02,f20,f12,f21,f03,f13,f22,f30,f04,f31,f23,f14,f32,f24
f11,f02,f20,f12,f21,f03,f13,f22,f30,f04,f31,f14,f23,f32,f05
f11,f02,f12,f20,f21,f03,f22,f13,f30,f31,f23,f04,f14,f14,f24
f11,f02,f20,f12,f21,f22,f03,f13,f30,f31,f23,f32,f04,f14,f33
f11,f02,f12,f20,f21,f03,f13,f22,f30,f23,f04,f31,f14,f32,f24
f11,f02,f12,f20,f03,f21,f13,f22,f04,f23,f14,f30,f31,f32,f05
f11,f02,f12,f20,f21,f03,f13,f22,f30,f04,f23,f31,f14,f32,f24
f11,f02,f12,f20,f03,f21,f13,f22,f04,f14,f23,f30,f31,f05,f32
f11,f02,f20,f12,f21,f03,f13,f22,f30,f31,f04,f23,f14,f32,f05
f11,f02,f20,f12,f21,f22,f03,f13,f30,f31,f23,f32,f04,f14,f33
f11,f02,f12,f20,f03,f21,f13,f22,f04,f23,f14,f30,f31,f32,f24
f11,f02,f12,f20,f21,f03,f13,f22,f04,f23,f30,f14,f31,f32,f24
f11,f02,f12,f20,f03,f21,f13,f22,f04,f14,f23,f30,f31,f05,f32
f11,f02,f12,f20,f21,f03,f13,f22,f23,f04,f14,f30,f31,f24,f32
f11,f02,f20,f12,f21,f22,f03,f13,f30,f31,f23,f32,f04,f33,f14
f11,f02,f20,f12,f21,f03,f13,f22,f30,f04,f31,f23,f14,f32,f05
f11,f02,f12,f20,f21,f03,f13,f22,f04,f23,f30,f31,f14,f32,f24
f11,f02,f12,f20,f03,f21,f13,f22,f04,f14,f23,f30,f31,f05,f32
f11,f02,f20,f12,f21,f22,f03,f13,f30,f31,f23,f32,f04,f14,f33
f11,f03,f21,f21,f12,f22,f03,f30,f13,f31,f23,f32,f04,f14,f33
f11,f02,f12,f20,f03,f21,f13,f22,f04,f23,f14,f30,f31,f24,f32
f11,f02,f12,f20,f21,f03,f22,f13,f30,f23,f31,f04,f14,f32,f24
f11,f02,f12,f20,f21,f22,f03,f13,f23,f30,f31,f04,f14,f14,f24
f11,f02,f20,f12,f21,f03,f13,f22,f30,f04,f31,f23,f14,f32,f24
f11,f02,f12,f20,f21,f03,f13,f22,f23,f04,f14,f30,f31,f32,f24
f11,f02,f12,f20,f21,f03,f22,f13,f30,f23,f31,f04,f14,f32,f24
f11,f02,f12,f20,f21,f03,f13,f22,f23,f04,f14,f30,f31,f32,f24
f11,f02,f12,f20,f21,f03,f13,f22,f23,f04,f14,f30,f31,f32,f24
f11,f02,f12,f20,f21,f03,f22,f13,f23,f30,f31,f04,f14,f32,f24
f11,f02,f12,f20,f21,f22,f03,f13,f30,f23,f31,f32,f04,f14,f33
f11,f02,f12,f20,f21,f03,f13,f22,f23,f04,f14,f30,f31,f32,f24
f11,f02,f12,f20,f03,f21,f13,f22,f04,f30,f23,f14,f31,f32,f05
f11,f20,f02,f21,f12,f30,f03,f22,f31,f30,f32,f23,f04,f40,f14
f11,f02,f20,f12,f21,f03,f22,f13,f30,f31,f23,f04,f32,f14,f24
f11,f02,f12,f20,f21,f03,f13,f22,f04,f23,f30,f14,f31,f32,f24
f11,f20,f02,f21,f12,f03,f30,f22,f31,f30,f23,f32,f04,f14,f40
f11,f02,f20,f12,f21,f03,f22,f13,f30,f31,f23,f04,f14,f32,f24
f11,f02,f12,f20,f21,f03,f13,f22,f30,f04,f23,f31,f14,f32,f24
f11,f02,f20,f12,f21,f22,f03,f13,f30,f31,f23,f32,f04,f14,f33
f11,f02,f12,f20,f03,f21,f13,f22,f04,f23,f14,f30,f31,f24,f05
f11,f02,f12,f20,f03,f21,f13,f22,f04,f14,f23,f30,f31,f05,f24
f11,f02,f12,f20,f03,f21,f13,f22,f04,f30,f14,f23,f31,f32,f05
f11,f02,f12,f20,f21,f03,f22,f13,f30,f23,f31,f04,f14,f32,f24
f11,f02,f12,f20,f21,f03,f22,f13,f23,f04,f31,f31,f14,f32,f24
f11,f02,f20,f12,f03,f21,f13,f22,f04,f30,f31,f14,f23,f32,f05
f11,f02,f20,f12,f21,f03,f13,f22,f30,f31,f04,f23,f14,f32,f24
f11,f02,f20,f12,f21,f03,f13,f22,f30,f04,f31,f23,f14,f32,f05
f11,f02,f12,f20,f21,f03,f13,f22,f04,f23,f30,f31,f14,f32,f24
f11,f02,f12,f20,f03,f21,f13,f22,f04,f30,f14,f23,f31,f32,f05
f11,f02,f20,f12,f21,f22,f03,f13,f30,f31,f23,f32,f04,f14,f33
f11,f02,f20,f12,f21,f03,f22,f13,f30,f31,f23,f32,f04,f14,f33
f11,f02,f20,f12,f21,f03,f22,f13,f30,f31,f04,f23,f32,f14,f24
f11,f02,f20,f21,f12,f03,f22,f30,f31,f31,f23,f32,f04,f14,f40
f11,f02,f12,f20,f21,f03,f22,f13,f23,f30,f31,f04,f14,f32,f24
f11,f02,f12,f20,f21,f03,f22,f13,f23,f30,f04,f31,f14,f32,f24
f11,f02,f12,f20,f21,f22,f03,f13,f23,f30,f31,f04,f14,f32,f24
f11,f02,f12,f20,f21,f22,f03,f13,f30,f23,f31,f32,f04,f14,f24
f11,f02,f12,f20,f03,f21,f13,f22,f04,f14,f23,f30,f31,f05,f32
f11,f02,f12,f20,f21,f03,f13,f22,f04,f23,f30,f14,f31,f32,f24
f11,f02,f20,f12,f21,f03,f13,f22,f30,f04,f31,f23,f14,f32,f05
f11,f02,f20,f12,f21,f22,f03,f13,f30,f31,f23,f32,f04,f14,f33
f11,f02,f12,f20,f21,f22,f03,f13,f23,f30,f31,f04,f32,f14,f24
f11,f02,f12,f20,f03,f21,f13,f22,f23,f04,f14,f30,f31,f32,f24
f11,f02,f20,f12,f21,f03,f22,f13,f30,f31,f23,f32,f04,f14,f33
f11,f02,f20,f12,f21,f03,f13,f22,f30,f31,f04,f23,f14,f32,f05
f11,f02,f12,f20,f03,f21,f13,f22,f04,f23,f14,f30,f31,f32,f24
f11,f02,f20,f12,f21,f22,f03,f13,f30,f31,f23,f32,f04,f14,f33
f11,f02,f20,f12,f21,f22,f03,f13,f30,f31,f23,f32,f04,f14,f33
f11,f02,f20,f12,f21,f03,f22,f13,f30,f31,f23,f04,f32,f14,f40
f11,f02,f12,f20,f21,f22,f03,f13,f23,f30,f31,f04,f14,f32,f24
f11,f02,f12,f20,f21,f03,f22,f13,f23,f30,f31,f04,f14,f32,f24
f11,f02,f20,f12,f21,f03,f22,f13,f30,f31,f23,f04,f14,f32,f24
f11,f02,f20,f12,f21,f22,f03,f13,f30,f31,f23,f32,f04,f14,f33
f11,f02,f12,f20,f21,f03,f22,f13,f23,f30,f04,f31,f14,f32,f24
f11,f02,f12,f20,f21,f22,f03,f13,f23,f30,f31,f04,f14,f14,f24
f11,f02,f12,f20,f21,f03,f22,f13,f23,f30,f04,f31,f14,f32,f24
f11,f02,f20,f12,f21,f03,f22,f13,f30,f31,f23,f04,f32,f14,f24
f11,f02,f12,f20,f21,f03,f13,f22,f04,f23,f30,f14,f31,f32,f24
f11,f02,f12,f03,f20,f21,f13,f22,f04,f14,f23,f30,f05,f31,f15
f11,f02,f20,f12,f21,f22,f03,f13,f30,f31,f23,f32,f04,f14,f33
f11,f02,f12,f20,f21,f22,f03,f13,f30,f23,f31,f04,f32,f14,f24
f02,f11,f20,f12,f03,f21,f13,f22,f30,f04,f31,f14,f23,f32,f05
f11,f02,f20,f12,f21,f03,f22,f13,f30,f31,f23,f04,f32,f14,f33
f11,f02,f12,f20,f21,f03,f13,f22,f04,f20,f14,f30,f31,f32,f24
f11,f02,f12,f20,f21,f03,f22,f13,f23,f30,f04,f31,f14,f32,f24
f11,f02,f20,f12,f21,f22,f03,f13,f30,f31,f23,f32,f04,f14,f33
f11,f02,f12,f20,f03,f21,f13,f22,f04,f23,f14,f30,f31,f32,f24
f11,f02,f20,f12,f21,f22,f03,f13,f30,f31,f23,f32,f04,f14,f33
f11,f02,f20,f12,f21,f03,f30,f22,f13,f31,f04,f23,f32,f14,f40
f11,f02,f12,f20,f21,f03,f22,f13,f30,f23,f31,f04,f14,f32,f24
f11,f02,f12,f20,f03,f21,f13,f22,f04,f23,f14,f30,f31,f32,f24
f11,f02,f12,f20,f21,f22,f03,f13,f23,f30,f31,f04,f32,f14,f24
f11,f02,f20,f12,f21,f22,f03,f13,f30,f31,f23,f32,f04,f14,f33
f11,f02,f12,f20,f21,f03,f22,f13,f23,f30,f31,f04,f14,f32,f24
f11,f02,f12,f20,f21,f03,f13,f22,f23,f30,f04,f31,f14,f32,f24
f02,f11,f20,f12,f03,f21,f13,f22,f04,f30,f14,f31,f23,f05,f32
f11,f02,f12,f20,f21,f03,f13,f22,f04,f23,f30,f14,f31,f32,f24
f11,f02,f20,f12,f21,f03,f22,f13,f30,f31,f23,f04,f32,f14,f33
f11,f02,f20,f12,f21,f22,f03,f13,f30,f31,f23,f32,f04,f14,f33
f11,f02,f12,f20,f21,f03,f22,f13,f30,f23,f31,f04,f14,f32,f24
f11,f02,f12,f20,f21,f03,f13,f22,f23,f04,f30,f31,f14,f32,f24
f11,f02,f20,f12,f21,f03,f22,f13,f30,f31,f23,f32,f04,f14,f24
f11,f02,f12,f20,f21,f03,f13,f22,f30,f04,f23,f31,f14,f32,f24
f11,f02,f20,f12,f21,f03,f22,f13,f30,f31,f23,f04,f32,f14,f24
f11,f02,f12,f20,f03,f21,f13,f22,f04,f14,f23,f30,f31,f05,f32
f11,f02,f12,f20,f21,f03,f13,f22,f04,f23,f30,f31,f14,f32,f24
f11,f02,f20,f12,f21,f03,f22,f13,f30,f31,f23,f32,f04,f14,f33
f11,f02,f12,f03,f20,f21,f13,f22,f04,f14,f23,f05,f24,f30,f31
f11,f02,f12,f03,f20,f21,f13,f22,f04,f14,f23,f30,f31,f05,f24
f11,f02,f12,f20,f21,f03,f22,f13,f23,f04,f30,f31,f14,f32,f24
f02,f11,f12,f03,f20,f21,f13,f14,f04,f14,f23,f30,f31,f05,f15
f11,f02,f20,f12,f21,f03,f22,f30,f13,f31,f23,f32,f04,f14,f40
f11,f02,f20,f12,f21,f03,f13,f22,f30,f04,f31,f23,f14,f32,f24
f11,f02,f12,f20,f21,f22,f03,f13,f30,f31,f23,f32,f04,f14,f33
f11,f02,f20,f12,f21,f03,f22,f13,f30,f31,f23,f04,f14,f32,f24
f11,f02,f12,f03,f20,f21,f13,f22,f04,f23,f14,f24,f30,f31,f05
f11,f02,f20,f12,f21,f03,f30,f22,f13,f31,f23,f04,f32,f14,f40
f11,f02,f12,f20,f21,f03,f22,f13,f23,f04,f14,f30,f31,f32,f24
f11,f20,f02,f21,f12,f22,f30,f03,f31,f30,f23,f32,f04,f33,f14
f11,f02,f12,f20,f03,f21,f13,f22,f04,f23,f14,f30,f31,f32,f24
f11,f02,f20,f12,f21,f22,f03,f13,f30,f31,f23,f32,f04,f14,f33
f11,f02,f20,f12,f21,f03,f22,f30,f13,f31,f23,f32,f04,f14,f40
f11,f02,f12,f20,f21,f03,f22,f13,f23,f30,f04,f31,f14,f32,f24
f02,f11,f12,f03,f20,f21,f13,f22,f04,f14,f23,f30,f31,f05,f15
f11,f02,f20,f12,f21,f03,f13,f22,f04,f30,f31,f23,f14,f32,f05
f11,f02,f12,f20,f21,f03,f13,f22,f04,f23,f14,f30,f31,f32,f24
f11,f02,f12,f03,f20,f21,f13,f22,f04,f23,f14,f30,f31,f24,f05
f11,f02,f12,f20,f03,f21,f13,f22,f04,f23,f14,f30,f31,f32,f24
f11,f02,f20,f12,f21,f22,f03,f13,f30,f31,f23,f32,f04,f14,f33
f11,f02,f20,f12,f21,f03,f22,f13,f30,f31,f23,f32,f04,f14,f33
f11,f02,f12,f20,f21,f03,f22,f13,f30,f31,f23,f04,f14,f32,f24
f11,f02,f12,f20,f03,f21,f13,f22,f04,f23,f14,f30,f31,f24,f32
f11,f02,f12,f20,f21,f22,f03,f13,f30,f23,f31,f32,f04,f14,f33
f11,f20,f02,f21,f12,f30,f22,f03,f31,f13,f32,f23,f04,f14,f40
f11,f02,f12,f20,f03,f21,f13,f22,f04,f23,f14,f30,f31,f32,f24
f11,f02,f20,f12,f21,f03,f22,f13,f30,f31,f23,f04,f32,f14,f24
f11,f02,f20,f21,f12,f03,f22,f30,f13,f31,f23,f32,f04,f14,f40
f02,f11,f12,f03,f20,f21,f13,f14,f04,f14,f23,f30,f05,f31,f15
f11,f02,f20,f12,f21,f03,f22,f13,f30,f31,f23,f04,f32,f14,f24
f11,f02,f12,f20,f03,f21,f13,f22,f04,f23,f14,f30,f31,f32,f05
f11,f02,f12,f20,f21,f03,f13,f22,f23,f04,f14,f30,f31,f24,f32
f11,f02,f20,f12,f21,f03,f22,f13,f30,f31,f04,f23,f32,f14,f40
f11,f02,f20,f12,f21,f22,f03,f13,f30,f31,f23,f32,f04,f14,f33
f11,f02,f20,f12,f21,f03,f13,f22,f30,f31,f04,f23,f14,f32,f40
f11,f02,f20,f12,f21,f03,f13,f22,f30,f04,f31,f23,f14,f32,f05
f11,f03,f21,f21,f12,f22,f03,f30,f31,f31,f23,f32,f04,f14,f40
f11,f02,f20,f12,f21,f03,f22,f13,f30,f31,f23,f04,f14,f14,f24
f11,f03,f21,f21,f12,f22,f03,f30,f31,f31,f23,f32,f04,f14,f33
f11,f02,f12,f20,f21,f03,f22,f13,f30,f23,f31,f04,f14,f32,f24
f11,f02,f12,f20,f21,f03,f22,f13,f30,f31,f23,f04,f14,f32,f24
f11,f02,f20,f12,f21,f03,f22,f13,f30,f31,f23,f04,f32,f14,f24
f11,f02,f12,f20,f21,f03,f22,f13,f23,f04,f30,f31,f14,f32,f24
f11,f02,f20,f12,f21,f03,f13,f22,f30,f04,f31,f23,f14,f32,f05
f02,f11,f20,f12,f03,f21,f13,f22,f30,f04,f31,f14,f23,f32,f05
f11,f02,f12,f20,f03,f03,f13,f22,f23,f04,f31,f30,f31,f32,f24
f11,f02,f12,f20,f21,f03,f22,f13,f23,f04,f31,f31,f14,f32,f24
f11,f02,f20,f12,f21,f22,f03,f13,f30,f31,f23,f32,f04,f14,f33
f11,f02,f20,f12,f21,f03,f22,f13,f30,f31,f23,f32,f04,f14,f24
f11,f02,f20,f12,f21,f22,f03,f13,f30,f31,f23,f32,f04,f14,f33
f11,f02,f12,f20,f21,f03,f22,f13,f23,f30,f31,f04,f14,f32,f24
f11,f02,f12,f20,f21,f03,f22,f13,f30,f23,f31,f04,f14,f32,f24
f11,f02,f20,f12,f21,f03,f22,f13,f30,f31,f23,f32,f04,f14,f33
f11,f02,f12,f20,f21,f03,f22,f13,f23,f30,f31,f04,f14,f32,f24
f11,f02,f20,f12,f21,f22,f03,f13,f30,f31,f23,f32,f04,f14,f33
f11,f02,f12,f20,f21,f03,f22,f13,f30,f23,f31,f04,f14,f32,f24
f11,f02,f12,f20,f21,f22,f03,f13,f30,f23,f31,f32,f04,f14,f33
f11,f02,f20,f12,f21,f22,f03,f13,f30,f31,f23,f32,f04,f14,f33
f11,f02,f12,f20,f21,f22,f03,f13,f23,f30,f31,f32,f04,f14,f33
f11,f02,f20,f12,f21,f22,f03,f13,f30,f31,f23,f32,f04,f14,f33
f11,f02,f12,f20,f21,f22,f03,f13,f23,f30,f31,f04,f14,f32,f24
f11,f02,f20,f12,f21,f03,f13,f22,f30,f31,f04,f23,f14,f32,f24
f11,f02,f20,f12,f21,f03,f13,f22,f30,f31,f04,f23,f14,f32,f24
f11,f20,f02,f21,f12,f22,f30,f31,f03,f13,f32,f23,f40,f04,f33
f11,f02,f12,f20,f21,f22,f03,f13,f23,f30,f31,f04,f14,f32,f24
f11,f02,f12,f20,f21,f03,f13,f22,f23,f04,f14,f30,f31,f32,f24
f11,f02,f20,f12,f21,f03,f22,f13,f30,f31,f04,f23,f14,f32,f24
f11,f02,f20,f12,f21,f03,f22,f13,f30,f31,f23,f04,f14,f14,f24
f11,f02,f12,f20,f03,f21,f13,f22,f04,f30,f23,f14,f31,f32,f05
f11,f02,f12,f20,f21,f22,f03,f13,f23,f30,f31,f04,f14,f32,f24
f11,f20,f02,f21,f12,f22,f30,f03,f31,f30,f23,f32,f04,f14,f40
